means	Presynaptic Neuron	Postsynaptic Neuron	g	tau_d	tau_r	tau_f	U
2761	MEC LIII Bipolar Complex Pyramidal (+)133100	MEC LIII Multipolar Principal (+)003310	1.486735707	4.879571742	353.7271192	43.34596207	0.21024074
2762	MEC LIII Multipolar Principal (+)003310	MEC LIII Multipolar Principal (+)003310	1.5066007	4.832721067	343.8527785	45.99842685	0.210173669
2763	MEC LV Multipolar-Pyramidal (+)001331	MEC LIII Multipolar Principal (+)003310	1.460511517	4.805219824	335.6238819	44.49362373	0.210617433
2764	EC LII-III Pyramidal-Tripolar (+)333000p	MEC LIII Multipolar Principal (+)003310	1.399576623	4.865779792	580.6497478	35.4797435	0.203072941
2765	EC LIV-VI Deep Multipolar Principal (+)000333p	MEC LIII Multipolar Principal (+)003310	1.502618253	4.729197752	339.4388307	45.39977624	0.213510536
2766	EC LIII Pyramidal-Stellate (+)223200p	MEC LIII Multipolar Principal (+)003310	1.495937103	4.543470956	364.3747957	39.86330716	0.227345122
2767	EC LI-II Multipolar-Pyramidal (+)231000	MEC LIII Multipolar Principal (+)003310	1.489078736	4.810000604	302.7428499	51.42420244	0.224444876
2768	EC LIII-V Bipolar Pyramidal (+)223331	MEC LIII Multipolar Principal (+)003310	1.43183513	4.85088591	339.695896	44.83350872	0.210109232
2769	MEC LII Basket (-)031000	MEC LIII Multipolar Principal (+)003310	1.65239375	6.47409817	607.6683638	22.87084652	0.208745782
2770	EC LIII Pyramidal-Looking Interneuron (-)023300	MEC LIII Multipolar Principal (+)003310	1.65006598	6.533287933	584.8154557	22.35877472	0.211359574
2771	MEC LIII Superficial Trilayered Interneuron (-)333000	MEC LIII Multipolar Principal (+)003310	1.548096058	6.555511326	583.9478141	23.45479269	0.218327487
2772	MEC LIII Superficial Multipolar Interneuron (-)233000	MEC LIII Multipolar Principal (+)003310	1.567837385	6.50806976	582.0066775	23.17448536	0.219151983
2773	MEC LIII Multipolar Interneuron (-)113220	MEC LIII Multipolar Principal (+)003310	1.553250148	6.676664513	583.865031	23.39201532	0.218959361
2774	SUB EC-Projecting Pyramidal (+)331p	EC LIII Pyramidal-Stellate (+)223200p	1.475333927	4.807288268	348.8295012	39.96328868	0.225044362
2775	MEC LV Pyramidal (+)331131p	EC LIII Pyramidal-Stellate (+)223200p	1.498489988	5.149972179	390.4873499	35.82628521	0.239434964
2776	MEC LII Stellate (+)331111p	EC LIII Pyramidal-Stellate (+)223200p	1.300277302	4.964573243	362.3296799	44.91274513	0.221875614
2777	EC LI-II Pyramidal-Fan (+)331000p	EC LIII Pyramidal-Stellate (+)223200p	1.427292894	5.274009469	427.4346737	41.84334094	0.22568728
2778	MEC LIII Complex Pyramidal (+)313300	EC LIII Pyramidal-Stellate (+)223200p	1.472705136	5.012745857	366.0814105	39.90057368	0.220784505
2779	LEC LIII Complex Pyramidal (+)233310	EC LIII Pyramidal-Stellate (+)223200p	1.484408609	4.94549004	370.3589332	39.9854102	0.222416569
2780	MEC LII-III Pyramidal-Multiform (+)233111	EC LIII Pyramidal-Stellate (+)223200p	1.21384119	5.914599418	393.3376226	46.82844128	0.205287484
2781	EC LIII Pyramidal (+)223111p	EC LIII Pyramidal-Stellate (+)223200p	1.490334373	4.598882081	368.629894	39.27892147	0.229501736
2782	EC LIII Stellate (+)223000	EC LIII Pyramidal-Stellate (+)223200p	1.48914567	5.00084239	359.0780088	41.44263059	0.220977222
2783	MEC LII Oblique Pyramidal (+)221100	EC LIII Pyramidal-Stellate (+)223200p	1.382565405	5.397228781	324.3744658	37.18495146	0.247991026
2784	MEC LV Superficial Pyramidal (+)213330	EC LIII Pyramidal-Stellate (+)223200p	1.430992681	5.002533564	361.4903642	38.345625	0.221678089
2785	MEC LIII Bipolar Complex Pyramidal (+)133100	EC LIII Pyramidal-Stellate (+)223200p	1.465681482	5.052604309	370.5859399	39.15471213	0.221561631
2786	LEC LIII Multipolar Principal (+)113330	EC LIII Pyramidal-Stellate (+)223200p	1.472517789	4.966733001	368.284034	39.71863385	0.222362543
2787	MEC LIII Multipolar Principal (+)003310	EC LIII Pyramidal-Stellate (+)223200p	1.483413292	5.010001274	361.5393618	41.31578938	0.221796774
2788	MEC LV Multipolar-Pyramidal (+)001331	EC LIII Pyramidal-Stellate (+)223200p	1.437600396	4.982871623	352.2348109	39.98590611	0.221913246
2789	LEC LVI Multipolar-Pyramidal (+)001133	EC LIII Pyramidal-Stellate (+)223200p	1.542375119	4.913618619	352.2170843	41.00416119	0.224645338
2790	EC LII-III Pyramidal-Tripolar (+)333000p	EC LIII Pyramidal-Stellate (+)223200p	1.365948869	5.025896977	575.089068	33.46857675	0.212878833
2791	EC LIV-VI Deep Multipolar Principal (+)000333p	EC LIII Pyramidal-Stellate (+)223200p	1.479368821	4.908467467	357.5579036	40.7363593	0.225436267
2792	EC LIII Pyramidal-Stellate (+)223200p	EC LIII Pyramidal-Stellate (+)223200p	1.478311148	4.797059174	395.0221354	33.68334312	0.248761795
2793	EC LI-II Multipolar-Pyramidal (+)231000	EC LIII Pyramidal-Stellate (+)223200p	1.468549475	4.991253969	320.638877	45.89885157	0.236165961
2794	EC LIII-V Bipolar Pyramidal (+)223331	EC LIII Pyramidal-Stellate (+)223200p	1.408478483	5.023828351	356.094701	40.45324651	0.22084693
2795	EC LII Axo-Axonic (-)030000	EC LIII Pyramidal-Stellate (+)223200p	1.508257461	6.658948228	603.8295131	21.04274425	0.208400054
2796	EC LII Basket-Multipolar (-)230000	EC LIII Pyramidal-Stellate (+)223200p	1.591247348	6.966660318	582.2010393	24.31347768	0.216929318
2797	MEC LII Basket (-)031000	EC LIII Pyramidal-Stellate (+)223200p	1.650880704	6.559142155	609.868328	21.57555903	0.216635416
2798	MEC LIII Superficial Trilayered Interneuron (-)333000	EC LIII Pyramidal-Stellate (+)223200p	1.546580282	6.654058421	590.0909091	21.85540363	0.225217716
2799	MEC LIII Superficial Multipolar Interneuron (-)233000	EC LIII Pyramidal-Stellate (+)223200p	1.566942961	6.606651929	587.9121203	21.60998047	0.226004126
2800	MEC LIII Multipolar Interneuron (-)113220	EC LIII Pyramidal-Stellate (+)223200p	1.552206714	6.771076255	589.9335895	21.80406058	0.225622279
2801	LEC LIII Multipolar Interneuron (-)023000	EC LIII Pyramidal-Stellate (+)223200p	1.68912942	6.617301203	590.789857	21.50830613	0.216337338
2802	EC LIII Pyramidal-Looking Interneuron (-)023300	EC LIII Pyramidal-Stellate (+)223200p	1.646254162	6.626088387	589.485408	20.93950992	0.21922381
2803	MEC LV Pyramidal (+)331131p	MEC LIII Superficial Trilayered Interneuron (-)333000	1.515611779	4.846146296	360.7039575	37.52846885	0.216781441
2804	MEC LII Stellate (+)331111p	MEC LIII Superficial Trilayered Interneuron (-)333000	1.32037519	4.661033227	329.1453729	47.69823979	0.194335894
2805	EC LI-II Pyramidal-Fan (+)331000p	MEC LIII Superficial Trilayered Interneuron (-)333000	1.445769138	4.973736288	397.0931027	43.929977	0.203190314
2806	MEC LIII Complex Pyramidal (+)313300	MEC LIII Superficial Trilayered Interneuron (-)333000	1.470146567	4.718053571	338.7021572	42.04348093	0.198680542
2807	MEC LII-III Pyramidal-Multiform (+)233111	MEC LIII Superficial Trilayered Interneuron (-)333000	1.208344641	5.597007056	366.2731382	49.29961257	0.183272385
2808	EC LIII Pyramidal (+)223111p	MEC LIII Superficial Trilayered Interneuron (-)333000	1.494407249	4.276169747	340.3916093	41.80298317	0.206211558
2809	EC LIII Stellate (+)223000	MEC LIII Superficial Trilayered Interneuron (-)333000	1.49235053	4.679485799	333.5976541	43.32929291	0.198539397
2810	MEC LII Oblique Pyramidal (+)221100	MEC LIII Superficial Trilayered Interneuron (-)333000	1.396348247	5.012155065	295.4778313	39.26504362	0.223059886
2811	MEC LV Superficial Pyramidal (+)213330	MEC LIII Superficial Trilayered Interneuron (-)333000	1.437707261	4.682681883	332.7699923	40.37815381	0.199815405
2812	MEC LIII Bipolar Complex Pyramidal (+)133100	MEC LIII Superficial Trilayered Interneuron (-)333000	1.4631437	4.755581418	343.3722139	41.21932903	0.199205288
2813	MEC LIII Multipolar Principal (+)003310	MEC LIII Superficial Trilayered Interneuron (-)333000	1.48287652	4.689745842	335.8639886	43.35236974	0.198975509
2814	MEC LV Multipolar-Pyramidal (+)001331	MEC LIII Superficial Trilayered Interneuron (-)333000	1.446698077	4.639240607	324.9747764	41.87146289	0.199480628
2815	EC LII-III Pyramidal-Tripolar (+)333000p	MEC LIII Superficial Trilayered Interneuron (-)333000	1.385568487	4.780268894	558.8304093	34.22743666	0.192875065
2816	EC LIII Pyramidal-Stellate (+)223200p	MEC LIII Superficial Trilayered Interneuron (-)333000	1.473784133	4.395834753	354.2335572	37.88115878	0.215606603
2817	EC LI-II Multipolar-Pyramidal (+)231000	MEC LIII Superficial Trilayered Interneuron (-)333000	1.479713254	4.655302192	291.8922029	48.60014371	0.212867529
2818	EC LIII-V Bipolar Pyramidal (+)223331	MEC LIII Superficial Trilayered Interneuron (-)333000	1.409584017	4.706673237	331.4662128	42.1666218	0.199141588
2819	EC LII Axo-Axonic (-)030000	MEC LIII Superficial Trilayered Interneuron (-)333000	1.44965087	6.419671385	595.3408759	21.54197294	0.184448805
2820	EC LII Basket-Multipolar (-)230000	MEC LIII Superficial Trilayered Interneuron (-)333000	1.526743768	6.722995007	573.6454207	24.70345227	0.19453144
2821	MEC LII Basket (-)031000	MEC LIII Superficial Trilayered Interneuron (-)333000	1.588906143	6.321283925	603.0727441	21.91729251	0.192722038
2822	EC LIII Pyramidal-Looking Interneuron (-)023300	MEC LIII Superficial Trilayered Interneuron (-)333000	1.599163248	6.346383299	580.4272957	21.50891567	0.195904645
2823	MEC LIII Superficial Trilayered Interneuron (-)333000	MEC LIII Superficial Trilayered Interneuron (-)333000	1.490402734	6.392549329	578.1188903	22.37930666	0.203369698
2824	MEC LIII Superficial Multipolar Interneuron (-)233000	MEC LIII Superficial Trilayered Interneuron (-)333000	1.508782288	6.348352363	576.1227	22.12988763	0.20406595
2825	MEC LIII Multipolar Interneuron (-)113220	MEC LIII Superficial Trilayered Interneuron (-)333000	1.494844488	6.497547905	577.8558688	22.23805957	0.204017826
2826	MEC LV Pyramidal (+)331131p	MEC LIII Superficial Multipolar Interneuron (-)233000	1.625746225	4.626492583	356.766462	37.38196822	0.211903639
2827	MEC LII Stellate (+)331111p	MEC LIII Superficial Multipolar Interneuron (-)233000	1.405091311	4.48836944	327.7893059	47.02812233	0.187571639
2828	EC LI-II Pyramidal-Fan (+)331000p	MEC LIII Superficial Multipolar Interneuron (-)233000	1.543171664	4.781828182	393.618512	43.76336655	0.198159632
2829	MEC LIII Complex Pyramidal (+)313300	MEC LIII Superficial Multipolar Interneuron (-)233000	1.584478652	4.517622006	334.5341578	41.97177103	0.19355851
2830	MEC LII-III Pyramidal-Multiform (+)233111	MEC LIII Superficial Multipolar Interneuron (-)233000	1.300025489	5.355696509	363.3858153	49.26078373	0.178032682
2831	EC LIII Pyramidal (+)223111p	MEC LIII Superficial Multipolar Interneuron (-)233000	1.609417096	4.084231802	337.8044338	41.65380817	0.20071794
2832	EC LIII Stellate (+)223000	MEC LIII Superficial Multipolar Interneuron (-)233000	1.614907947	4.493551796	328.6617892	43.05717159	0.193048712
2833	MEC LII Oblique Pyramidal (+)221100	MEC LIII Superficial Multipolar Interneuron (-)233000	1.522378525	4.791269429	290.7230985	38.97122698	0.217112582
2834	MEC LV Superficial Pyramidal (+)213330	MEC LIII Superficial Multipolar Interneuron (-)233000	1.551725807	4.458651358	329.3296528	40.26199606	0.194700836
2835	MEC LIII Bipolar Complex Pyramidal (+)133100	MEC LIII Superficial Multipolar Interneuron (-)233000	1.576353125	4.552280614	339.5853785	41.10029471	0.19409159
2836	MEC LIII Multipolar Principal (+)003310	MEC LIII Superficial Multipolar Interneuron (-)233000	1.604209894	4.504441062	330.7666191	43.07285973	0.193421896
2837	MEC LV Multipolar-Pyramidal (+)001331	MEC LIII Superficial Multipolar Interneuron (-)233000	1.567988204	4.434816565	321.0639747	41.63446738	0.193932149
2838	EC LII-III Pyramidal-Tripolar (+)333000p	MEC LIII Superficial Multipolar Interneuron (-)233000	1.499253196	4.576988498	551.6870876	34.32392624	0.187957282
2839	EC LIII Pyramidal-Stellate (+)223200p	MEC LIII Superficial Multipolar Interneuron (-)233000	1.59040215	4.198970189	351.3047255	37.67613965	0.210056187
2840	EC LI-II Multipolar-Pyramidal (+)231000	MEC LIII Superficial Multipolar Interneuron (-)233000	1.594409207	4.434027699	287.7959578	48.51109325	0.208183364
2841	EC LIII-V Bipolar Pyramidal (+)223331	MEC LIII Superficial Multipolar Interneuron (-)233000	1.528148512	4.505624739	327.4990189	42.01420091	0.193542185
2842	EC LII Axo-Axonic (-)030000	MEC LIII Superficial Multipolar Interneuron (-)233000	1.60024651	6.203978483	591.7269093	21.85556733	0.177605304
2843	EC LII Basket-Multipolar (-)230000	MEC LIII Superficial Multipolar Interneuron (-)233000	1.674751345	6.509639708	570.2910264	25.24822322	0.188156921
2844	MEC LII Basket (-)031000	MEC LIII Superficial Multipolar Interneuron (-)233000	1.735244312	6.132078339	599.9417177	22.31049088	0.185762702
2845	MEC LIII Superficial Trilayered Interneuron (-)333000	MEC LIII Superficial Multipolar Interneuron (-)233000	1.651411021	6.173096102	573.4359774	22.78405144	0.197761165
2846	MEC LIII Superficial Multipolar Interneuron (-)233000	MEC LIII Superficial Multipolar Interneuron (-)233000	1.673361385	6.127509593	571.5392456	22.44590159	0.198442219
2847	MEC LIII Multipolar Interneuron (-)113220	MEC LIII Superficial Multipolar Interneuron (-)233000	1.656618652	6.266251354	573.0951011	22.68092168	0.198454938
2848	EC LIII Pyramidal-Looking Interneuron (-)023300	MEC LIII Superficial Multipolar Interneuron (-)233000	1.775773935	6.120250907	575.513796	21.81007215	0.189465845
2849	CA1 Pyramidal (+)2223p	MEC LIII Multipolar Interneuron (-)113220	1.411247626	3.98444311	282.1035782	72.80347566	0.156483228
2850	SUB EC-Projecting Pyramidal (+)331p	MEC LIII Multipolar Interneuron (-)113220	1.485086991	4.463047986	317.8759391	42.36996473	0.20208933
2851	MEC LV Pyramidal (+)331131p	MEC LIII Multipolar Interneuron (-)113220	1.505902812	4.856521811	359.7181176	37.85950777	0.216348425
2852	MEC LII Stellate (+)331111p	MEC LIII Multipolar Interneuron (-)113220	1.312820514	4.660808717	328.3020684	48.08250727	0.194046478
2853	EC LI-II Pyramidal-Fan (+)331000p	MEC LIII Multipolar Interneuron (-)113220	1.437797869	4.98298193	395.9874201	44.30646033	0.202893231
2854	MEC LIII Complex Pyramidal (+)313300	MEC LIII Multipolar Interneuron (-)113220	1.461375248	4.729226229	337.5128931	42.40412625	0.19829164
2855	MEC LII-III Pyramidal-Multiform (+)233111	MEC LIII Multipolar Interneuron (-)113220	1.19874041	5.610225091	365.4542349	49.71489726	0.182814879
2856	EC LIII Pyramidal (+)223111p	MEC LIII Multipolar Interneuron (-)113220	1.481245532	4.292739034	339.1771766	42.28740086	0.205846067
2857	EC LIII Stellate (+)223000	MEC LIII Multipolar Interneuron (-)113220	1.481542262	4.686415533	332.6642743	43.77194847	0.198308034
2858	MEC LII Oblique Pyramidal (+)221100	MEC LIII Multipolar Interneuron (-)113220	1.385326449	5.021502678	294.6287682	39.71191575	0.222611821
2859	EC LV Deep Pyramidal (+)220033	MEC LIII Multipolar Interneuron (-)113220	1.463967164	4.590361286	329.7427615	42.88790295	0.200513216
2860	MEC LV Superficial Pyramidal (+)213330	MEC LIII Multipolar Interneuron (-)113220	1.428639741	4.695922241	332.0009853	40.73246486	0.199359424
2861	MEC LIII Bipolar Complex Pyramidal (+)133100	MEC LIII Multipolar Interneuron (-)113220	1.452576592	4.7666812	342.5854918	41.64627285	0.198830293
2862	MEC LIII Multipolar Principal (+)003310	MEC LIII Multipolar Interneuron (-)113220	1.473189292	4.696748061	334.8556004	43.85886862	0.198679165
2863	MEC LV Multipolar-Pyramidal (+)001331	MEC LIII Multipolar Interneuron (-)113220	1.436499133	4.649835894	324.1130353	42.29310979	0.199085599
2864	EC LII-III Pyramidal-Tripolar (+)333000p	MEC LIII Multipolar Interneuron (-)113220	1.37932975	4.786439767	555.8839465	34.51453335	0.192368748
2865	EC LIV-V Pyramidal-Horizontal (+)220233p	MEC LIII Multipolar Interneuron (-)113220	1.449469995	4.763895496	368.0605308	48.13792489	0.209127039
2866	EC LIV-VI Deep Multipolar Principal (+)000333p	MEC LIII Multipolar Interneuron (-)113220	1.478952147	4.569512724	326.3989095	43.19438556	0.201665805
2867	EC LIII Pyramidal-Stellate (+)223200p	MEC LIII Multipolar Interneuron (-)113220	1.462876763	4.412114376	352.9631595	38.27999035	0.215195684
2868	EC LI-II Multipolar-Pyramidal (+)231000	MEC LIII Multipolar Interneuron (-)113220	1.46861031	4.668529215	290.718115	49.11327496	0.212451747
2869	EC LIII-V Bipolar Pyramidal (+)223331	MEC LIII Multipolar Interneuron (-)113220	1.399193628	4.717052749	330.7298809	42.55634892	0.198759528
2870	MEC LII Basket (-)031000	MEC LIII Multipolar Interneuron (-)113220	1.584103272	6.324384698	602.026811	22.08904562	0.192392375
2871	MEC LIII Superficial Trilayered Interneuron (-)333000	MEC LIII Multipolar Interneuron (-)113220	1.483646079	6.397963849	577.2035334	22.57190816	0.203008241
2872	MEC LIII Superficial Multipolar Interneuron (-)233000	MEC LIII Multipolar Interneuron (-)113220	1.503968815	6.355036532	575.2779365	22.3179505	0.203711893
2873	MEC LIII Multipolar Interneuron (-)113220	MEC LIII Multipolar Interneuron (-)113220	1.489889621	6.498917937	576.8604803	22.46603132	0.203754412
2874	EC LIII Pyramidal-Looking Interneuron (-)023300	MEC LIII Multipolar Interneuron (-)113220	1.594055662	6.34525153	579.282922	21.6598005	0.195653439
2875	EC LI-II Pyramidal-Fan (+)331000p	LEC LIII Multipolar Interneuron (-)023000	1.440863914	5.043794729	407.5381794	46.4376362	0.209385332
2876	LEC LIII Complex Pyramidal (+)233310	LEC LIII Multipolar Interneuron (-)023000	1.50805429	4.696324092	347.6278065	44.319906	0.207244771
2877	EC LIII Pyramidal (+)223111p	LEC LIII Multipolar Interneuron (-)023000	1.510312708	4.347275314	346.044606	44.28915642	0.213213272
2878	EC LIII Stellate (+)223000	LEC LIII Multipolar Interneuron (-)023000	1.505487012	4.757938894	338.7947972	45.81213236	0.20573989
2879	LEC LIII Multipolar Principal (+)113330	LEC LIII Multipolar Interneuron (-)023000	1.495554869	4.717971873	345.4659003	44.0495037	0.207160453
2880	LEC LVI Multipolar-Pyramidal (+)001133	LEC LIII Multipolar Interneuron (-)023000	1.570814698	4.64734333	328.7072426	45.52952131	0.208668542
2881	EC LII-III Pyramidal-Tripolar (+)333000p	LEC LIII Multipolar Interneuron (-)023000	1.394388623	4.800020713	571.5857804	35.62757938	0.199548837
2882	EC LIII Pyramidal-Stellate (+)223200p	LEC LIII Multipolar Interneuron (-)023000	1.488880216	4.477481829	360.846047	39.96455062	0.223093396
2883	EC LI-II Multipolar-Pyramidal (+)231000	LEC LIII Multipolar Interneuron (-)023000	1.485727006	4.720552258	297.9400666	51.63046336	0.220515303
2884	EC LIII-V Bipolar Pyramidal (+)223331	LEC LIII Multipolar Interneuron (-)023000	1.420730542	4.789353519	336.2648278	44.54041533	0.206407688
2885	EC LII Basket-Multipolar (-)230000	LEC LIII Multipolar Interneuron (-)023000	1.565463962	6.78767814	573.7835883	26.00710905	0.20510358
2886	EC LII Axo-Axonic (-)030000	LEC LIII Multipolar Interneuron (-)023000	1.487672684	6.468150025	596.39774	22.46439006	0.195262015
2887	LEC LIII Multipolar Interneuron (-)023000	LEC LIII Multipolar Interneuron (-)023000	1.68013042	6.410815699	580.9683085	22.94848374	0.202092792
2888	EC LIII Pyramidal-Looking Interneuron (-)023300	LEC LIII Multipolar Interneuron (-)023000	1.62932004	6.435363931	579.8067791	22.40549779	0.206087542
2889	SUB EC-Projecting Pyramidal (+)331p	EC LIII Pyramidal-Looking Interneuron (-)023300	1.614513584	4.311186494	312.6904102	40.98033223	0.198468651
2890	MEC LV Pyramidal (+)331131p	EC LIII Pyramidal-Looking Interneuron (-)023300	1.612241761	4.714385013	356.3786966	36.91350048	0.212614366
2891	MEC LII Stellate (+)331111p	EC LIII Pyramidal-Looking Interneuron (-)023300	1.390160513	4.548822096	328.2442724	46.67893189	0.189064316
2892	EC LI-II Pyramidal-Fan (+)331000p	EC LIII Pyramidal-Looking Interneuron (-)023300	1.531208747	4.854472256	394.7640703	43.36021609	0.198936673
2893	MEC LIII Complex Pyramidal (+)313300	EC LIII Pyramidal-Looking Interneuron (-)023300	1.575577854	4.588334186	334.7778832	41.37942536	0.194335965
2894	LEC LIII Complex Pyramidal (+)233310	EC LIII Pyramidal-Looking Interneuron (-)023300	1.60019608	4.471117142	332.9311537	41.00756776	0.196180477
2895	MEC LII-III Pyramidal-Multiform (+)233111	EC LIII Pyramidal-Looking Interneuron (-)023300	1.28541786	5.461249285	363.8132988	48.81985303	0.178671339
2896	EC LIII Pyramidal (+)223111p	EC LIII Pyramidal-Looking Interneuron (-)023300	1.600039911	4.161272261	336.8556602	40.93908025	0.20185832
2897	EC LIII Stellate (+)223000	EC LIII Pyramidal-Looking Interneuron (-)023300	1.603561421	4.546878221	329.0534219	42.64624622	0.194035597
2898	MEC LII Oblique Pyramidal (+)221100	EC LIII Pyramidal-Looking Interneuron (-)023300	1.502539912	4.866275524	289.9424188	38.48574337	0.218706458
2899	MEC LV Superficial Pyramidal (+)213330	EC LIII Pyramidal-Looking Interneuron (-)023300	1.539928383	4.548310537	328.9435202	39.67761943	0.195369685
2900	MEC LIII Bipolar Complex Pyramidal (+)133100	EC LIII Pyramidal-Looking Interneuron (-)023300	1.566768794	4.624326898	339.6524503	40.60007861	0.194853666
2901	LEC LIII Multipolar Principal (+)113330	EC LIII Pyramidal-Looking Interneuron (-)023300	1.58844855	4.487632142	330.3886265	40.74826678	0.195952882
2902	MEC LIII Multipolar Principal (+)003310	EC LIII Pyramidal-Looking Interneuron (-)023300	1.594251987	4.557100122	330.993855	42.62935705	0.194590059
2903	MEC LV Multipolar-Pyramidal (+)001331	EC LIII Pyramidal-Looking Interneuron (-)023300	1.55405485	4.504281007	320.4463909	41.16204591	0.19477861
2904	LEC LVI Multipolar-Pyramidal (+)001133	EC LIII Pyramidal-Looking Interneuron (-)023300	1.682783258	4.384788149	313.1455653	41.67653641	0.197419873
2905	EC LII-III Pyramidal-Tripolar (+)333000p	EC LIII Pyramidal-Looking Interneuron (-)023300	1.485323835	4.647292406	555.1066536	33.98836523	0.188684943
2906	EC LIV-VI Deep Multipolar Principal (+)000333p	EC LIII Pyramidal-Looking Interneuron (-)023300	1.609956145	4.418079978	321.9085668	41.91582331	0.197759336
2907	EC LIII Pyramidal-Stellate (+)223200p	EC LIII Pyramidal-Looking Interneuron (-)023300	1.580552733	4.278729056	350.3439283	37.03173284	0.211454633
2908	EC LI-II Multipolar-Pyramidal (+)231000	EC LIII Pyramidal-Looking Interneuron (-)023300	1.583923537	4.517495973	287.2980164	47.90712002	0.209119167
2909	EC LIII-V Bipolar Pyramidal (+)223331	EC LIII Pyramidal-Looking Interneuron (-)023300	1.517471056	4.573518365	327.2010876	41.52228202	0.194605633
2910	EC LII Axo-Axonic (-)030000	EC LIII Pyramidal-Looking Interneuron (-)023300	1.595931694	6.238107349	593.2186089	21.30889571	0.178595779
2911	EC LII Basket-Multipolar (-)230000	EC LIII Pyramidal-Looking Interneuron (-)023300	1.669558448	6.545015112	571.1536818	24.66088543	0.189153683
2912	MEC LII Basket (-)031000	EC LIII Pyramidal-Looking Interneuron (-)023300	1.729720202	6.162651473	601.0200953	21.78979981	0.186682741
2913	MEC LIII Superficial Trilayered Interneuron (-)333000	EC LIII Pyramidal-Looking Interneuron (-)023300	1.647149414	6.209163534	574.2543969	22.12356098	0.198517045
2914	MEC LIII Superficial Multipolar Interneuron (-)233000	EC LIII Pyramidal-Looking Interneuron (-)023300	1.667520327	6.161590877	572.3115891	21.82381767	0.199211655
2915	MEC LIII Multipolar Interneuron (-)113220	EC LIII Pyramidal-Looking Interneuron (-)023300	1.653150222	6.306378781	573.8149858	21.99413414	0.199261786
2916	LEC LIII Multipolar Interneuron (-)023000	EC LIII Pyramidal-Looking Interneuron (-)023300	1.787331392	6.127331913	579.4686922	21.82256604	0.182283598
2917	EC LIII Pyramidal-Looking Interneuron (-)023300	EC LIII Pyramidal-Looking Interneuron (-)023300	1.768063475	6.148009546	576.729136	21.28637252	0.190499271
2918	CA1 Pyramidal (+)2223p	EC LIII-V Bipolar Pyramidal (+)223331	1.390078433	4.167107242	306.6540875	74.94985253	0.168158473
2919	SUB EC-Projecting Pyramidal (+)331p	EC LIII-V Bipolar Pyramidal (+)223331	1.444387396	4.649915933	347.7002778	43.47779374	0.21543985
2920	MEC LV Pyramidal (+)331131p	EC LIII-V Bipolar Pyramidal (+)223331	1.46929676	4.988494749	391.9031905	39.09699354	0.229095851
2921	MEC LII Stellate (+)331111p	EC LIII-V Bipolar Pyramidal (+)223331	1.243096603	4.936360401	359.2724312	47.66279236	0.209602972
2922	EC LI-II Pyramidal-Fan (+)331000p	EC LIII-V Bipolar Pyramidal (+)223331	1.403950115	5.149040684	430.5553315	45.30964572	0.213912917
2923	MEC LIII Complex Pyramidal (+)313300	EC LIII-V Bipolar Pyramidal (+)223331	1.445305885	4.896129757	365.3193498	43.26353774	0.211506038
2924	LEC LIII Complex Pyramidal (+)233310	EC LIII-V Bipolar Pyramidal (+)223331	1.455090574	4.823603585	369.6353165	43.4293679	0.212692739
2925	MEC LII-III Pyramidal-Multiform (+)233111	EC LIII-V Bipolar Pyramidal (+)223331	1.177007014	5.848248525	398.5942619	50.81154527	0.193841381
2926	EC LIII Pyramidal (+)223111p	EC LIII-V Bipolar Pyramidal (+)223331	1.469912975	4.445434687	365.4161866	43.370551	0.218753114
2927	EC LIII Stellate (+)223000	EC LIII-V Bipolar Pyramidal (+)223331	1.459603702	4.877916981	358.8155662	44.90718696	0.211429968
2928	MEC LII Oblique Pyramidal (+)221100	EC LIII-V Bipolar Pyramidal (+)223331	1.344973193	5.291529955	320.7295759	40.61994468	0.238147602
2929	EC LV Deep Pyramidal (+)220033	EC LIII-V Bipolar Pyramidal (+)223331	1.43587265	4.767396324	360.5695049	44.08800758	0.214272622
2930	MEC LV Superficial Pyramidal (+)213330	EC LIII-V Bipolar Pyramidal (+)223331	1.397583814	4.851753174	363.2813963	41.6884519	0.213012168
2931	MEC LIII Bipolar Complex Pyramidal (+)133100	EC LIII-V Bipolar Pyramidal (+)223331	1.438307035	4.935144748	370.3852686	42.383756	0.212104866
2932	LEC LIII Multipolar Principal (+)113330	EC LIII-V Bipolar Pyramidal (+)223331	1.442810104	4.846446964	367.559954	43.18493663	0.212544219
2933	MEC LIII Multipolar Principal (+)003310	EC LIII-V Bipolar Pyramidal (+)223331	1.452798176	4.886328825	361.2189717	44.85180565	0.211950846
2934	MEC LV Multipolar-Pyramidal (+)001331	EC LIII-V Bipolar Pyramidal (+)223331	1.402117552	4.826784154	353.9197833	43.53445913	0.212795625
2935	LEC LVI Multipolar-Pyramidal (+)001133	EC LIII-V Bipolar Pyramidal (+)223331	1.5111274	4.777181989	351.839929	44.65823281	0.214348366
2936	EC LII-III Pyramidal-Tripolar (+)333000p	EC LIII-V Bipolar Pyramidal (+)223331	1.35717933	4.888474033	588.806329	35.20130678	0.2043052
2937	EC LIV-V Pyramidal-Horizontal (+)220233p	EC LIII-V Bipolar Pyramidal (+)223331	1.413197766	4.936453075	399.6642345	49.26205566	0.222946379
